Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_27,1.25,1.420e-06,0.000e+00,1.346e-07,1.554e-06
u_counter_min_low.u_reg.dout_$_SDFFE_PP0P__Q_3,1.25,1.452e-06,0.000e+00,1.016e-07,1.553e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_26,1.25,1.407e-06,0.000e+00,1.345e-07,1.542e-06
u_reg_tunemode.dout_$_SDFFE_PP0P__Q,1.25,1.432e-06,0.000e+00,1.016e-07,1.534e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_25,1.25,1.378e-06,0.000e+00,1.345e-07,1.513e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_24,1.25,1.372e-06,0.000e+00,1.345e-07,1.506e-06
_1303_,1.25,1.181e-06,0.000e+00,3.182e-07,1.500e-06
_1368_,1.25,1.178e-06,0.000e+00,3.182e-07,1.496e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_23,1.25,1.361e-06,0.000e+00,1.345e-07,1.495e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_22,1.25,1.360e-06,0.000e+00,1.345e-07,1.495e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_4,1.25,1.358e-06,0.000e+00,1.345e-07,1.493e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_20,1.25,1.357e-06,0.000e+00,1.345e-07,1.491e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_6,1.25,1.356e-06,0.000e+00,1.345e-07,1.491e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_21,1.25,1.355e-06,0.000e+00,1.345e-07,1.490e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_12,1.25,1.355e-06,0.000e+00,1.345e-07,1.490e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_18,1.25,1.355e-06,0.000e+00,1.345e-07,1.489e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_17,1.25,1.354e-06,0.000e+00,1.345e-07,1.489e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_8,1.25,1.354e-06,0.000e+00,1.345e-07,1.489e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_9,1.25,1.353e-06,0.000e+00,1.345e-07,1.488e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_19,1.25,1.353e-06,0.000e+00,1.345e-07,1.488e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_13,1.25,1.353e-06,0.000e+00,1.345e-07,1.487e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_7,1.25,1.353e-06,0.000e+00,1.345e-07,1.487e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_5,1.25,1.353e-06,0.000e+00,1.345e-07,1.487e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q,1.25,1.353e-06,0.000e+00,1.345e-07,1.487e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_10,1.25,1.352e-06,0.000e+00,1.345e-07,1.487e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_16,1.25,1.352e-06,0.000e+00,1.345e-07,1.487e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_15,1.25,1.352e-06,0.000e+00,1.345e-07,1.487e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_2,1.25,1.352e-06,0.000e+00,1.345e-07,1.487e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_3,1.25,1.352e-06,0.000e+00,1.345e-07,1.487e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_11,1.25,1.352e-06,0.000e+00,1.345e-07,1.487e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_1,1.25,1.352e-06,0.000e+00,1.345e-07,1.487e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_14,1.25,1.352e-06,0.000e+00,1.345e-07,1.487e-06
_1259_,1.25,1.388e-06,0.000e+00,8.212e-08,1.470e-06
genblk1[2].genblk1.i_stopwatch1.u_reg.dout_$_SDFFE_PP0P__Q_2,1.25,1.262e-06,0.000e+00,1.334e-07,1.395e-06
_0955_,1.25,1.284e-06,0.000e+00,1.039e-07,1.388e-06
genblk1[0].genblk1.i_stopwatch0.u_reg.dout_$_SDFFE_PP0P__Q_2,1.25,1.251e-06,0.000e+00,1.336e-07,1.385e-06
genblk1[1].genblk1.i_stopwatch1.u_reg.dout_$_SDFFE_PP0P__Q_2,1.25,1.251e-06,0.000e+00,1.336e-07,1.384e-06
genblk1[1].genblk1.i_stopwatch1.u_reg.dout_$_SDFFE_PP0P__Q_1,1.25,1.249e-06,0.000e+00,1.335e-07,1.383e-06
genblk1[3].genblk1.i_stopwatch1.u_reg.dout_$_SDFFE_PP0P__Q_1,1.25,1.249e-06,0.000e+00,1.335e-07,1.382e-06
genblk1[0].genblk1.i_stopwatch0.u_reg.dout_$_SDFFE_PP0P__Q_1,1.25,1.248e-06,0.000e+00,1.335e-07,1.381e-06
genblk1[2].genblk1.i_stopwatch1.u_reg.dout_$_SDFFE_PP0P__Q_1,1.25,1.248e-06,0.000e+00,1.335e-07,1.381e-06
genblk1[1].genblk1.i_stopwatch1.u_reg.dout_$_SDFFE_PP0P__Q,1.25,1.241e-06,0.000e+00,1.334e-07,1.374e-06
genblk1[0].genblk1.i_stopwatch0.u_reg.dout_$_SDFFE_PP0P__Q,1.25,1.241e-06,0.000e+00,1.334e-07,1.374e-06
genblk1[2].genblk1.i_stopwatch1.u_reg.dout_$_SDFFE_PP0P__Q,1.25,1.240e-06,0.000e+00,1.334e-07,1.373e-06
_0959_,1.25,1.277e-06,0.000e+00,9.378e-08,1.371e-06
_1377_,1.25,1.265e-06,0.000e+00,8.137e-08,1.346e-06
_1460_,1.25,1.265e-06,0.000e+00,8.137e-08,1.346e-06
_1013_,1.25,1.199e-06,0.000e+00,1.395e-07,1.338e-06
_0844_,1.25,1.198e-06,0.000e+00,1.395e-07,1.337e-06
_0871_,1.25,1.197e-06,0.000e+00,1.395e-07,1.337e-06
_0813_,1.25,1.193e-06,0.000e+00,1.395e-07,1.333e-06
_0854_,1.25,1.193e-06,0.000e+00,1.395e-07,1.333e-06
_0825_,1.25,1.193e-06,0.000e+00,1.395e-07,1.333e-06
_1358_,1.25,1.275e-06,0.000e+00,5.473e-08,1.329e-06
_0970_,1.25,1.190e-06,0.000e+00,1.395e-07,1.329e-06
_1487_,1.25,1.254e-06,0.000e+00,5.473e-08,1.309e-06
_1504_,1.25,1.252e-06,0.000e+00,5.473e-08,1.307e-06
_0977_,1.25,1.211e-06,0.000e+00,9.383e-08,1.305e-06
_1462_,1.25,1.245e-06,0.000e+00,5.473e-08,1.300e-06
_1325_,1.25,1.244e-06,0.000e+00,5.473e-08,1.298e-06
_1484_,1.25,1.243e-06,0.000e+00,5.473e-08,1.298e-06
_1379_,1.25,1.205e-06,0.000e+00,9.260e-08,1.298e-06
_1477_,1.25,1.204e-06,0.000e+00,9.309e-08,1.297e-06
_1508_,1.25,1.241e-06,0.000e+00,5.473e-08,1.296e-06
_1271_,1.25,1.202e-06,0.000e+00,9.384e-08,1.296e-06
_1397_,1.25,1.200e-06,0.000e+00,9.309e-08,1.293e-06
_1330_,1.25,1.236e-06,0.000e+00,5.473e-08,1.290e-06
_1489_,1.25,1.232e-06,0.000e+00,5.473e-08,1.287e-06
_1381_,1.25,1.228e-06,0.000e+00,5.473e-08,1.283e-06
_1175_,1.25,1.169e-06,0.000e+00,1.114e-07,1.281e-06
_1444_,1.25,1.225e-06,0.000e+00,5.473e-08,1.280e-06
genblk1[3].genblk1.i_stopwatch1.u_reg.dout_$_SDFFE_PP0P__Q_3,1.25,1.204e-06,0.000e+00,5.400e-08,1.258e-06
u_reg_select.dout_$_SDFFE_PP0P__Q_1,1.25,1.086e-06,0.000e+00,1.328e-07,1.219e-06
_1146_,1.25,1.120e-06,0.000e+00,7.507e-08,1.195e-06
_1056_,1.25,8.283e-07,0.000e+00,3.599e-07,1.188e-06
_1046_,1.25,1.050e-06,0.000e+00,1.223e-07,1.172e-06
_1176_,1.25,1.070e-06,0.000e+00,8.738e-08,1.158e-06
u_get1000hz.u_counter.u_reg.dout_$_SDFFE_PP0P__Q_31,1.25,1.034e-06,0.000e+00,5.863e-08,1.093e-06
_0880_,1.25,9.520e-07,0.000e+00,1.323e-07,1.084e-06
_0866_,1.25,9.795e-07,0.000e+00,1.016e-07,1.081e-06
_1014_,1.25,9.679e-07,0.000e+00,7.241e-08,1.040e-06
_1261_,1.25,9.055e-07,0.000e+00,1.200e-07,1.025e-06
_0827_,1.25,9.343e-07,0.000e+00,8.137e-08,1.016e-06
_1109_,1.25,9.117e-07,0.000e+00,9.613e-08,1.008e-06
_1112_,1.25,9.116e-07,0.000e+00,9.613e-08,1.008e-06
_1193_,1.25,9.125e-07,0.000e+00,9.260e-08,1.005e-06
_1191_,1.25,9.088e-07,0.000e+00,9.260e-08,1.001e-06
_0879_,1.25,8.965e-07,0.000e+00,1.021e-07,9.986e-07
_1139_,1.25,8.589e-07,0.000e+00,1.382e-07,9.971e-07
_1020_,1.25,9.220e-07,0.000e+00,7.351e-08,9.955e-07
_0923_,1.25,9.006e-07,0.000e+00,9.306e-08,9.937e-07
_0803_,1.25,8.959e-07,0.000e+00,9.306e-08,9.889e-07
_1319_,1.25,8.234e-07,0.000e+00,1.654e-07,9.887e-07
_1152_,1.25,8.993e-07,0.000e+00,8.264e-08,9.819e-07
_0790_,1.25,8.875e-07,0.000e+00,9.260e-08,9.801e-07
_1429_,1.25,8.065e-07,0.000e+00,1.654e-07,9.718e-07
_1015_,1.25,8.695e-07,0.000e+00,1.021e-07,9.716e-07
_1262_,1.25,8.738e-07,0.000e+00,8.866e-08,9.625e-07
_1145_,1.25,8.387e-07,0.000e+00,1.021e-07,9.408e-07
_0832_,1.25,8.379e-07,0.000e+00,1.021e-07,9.400e-07
_1173_,1.25,8.338e-07,0.000e+00,1.021e-07,9.359e-07
_0884_,1.25,8.406e-07,0.000e+00,8.965e-08,9.303e-07
_1355_,1.25,8.440e-07,0.000e+00,8.377e-08,9.277e-07
_1218_,1.25,7.781e-07,0.000e+00,1.483e-07,9.264e-07
_1363_,1.25,8.372e-07,0.000e+00,8.377e-08,9.210e-07
_1365_,1.25,8.368e-07,0.000e+00,8.377e-08,9.206e-07
_1174_,1.25,8.422e-07,0.000e+00,7.739e-08,9.196e-07
_1410_,1.25,8.354e-07,0.000e+00,8.377e-08,9.192e-07
_1287_,1.25,7.708e-07,0.000e+00,1.483e-07,9.192e-07
_1362_,1.25,8.327e-07,0.000e+00,8.377e-08,9.164e-07
_1360_,1.25,7.941e-07,0.000e+00,1.123e-07,9.063e-07
_1467_,1.25,8.165e-07,0.000e+00,8.377e-08,9.003e-07
_0882_,1.25,8.110e-07,0.000e+00,8.535e-08,8.964e-07
_1524_,1.25,8.370e-07,0.000e+00,5.758e-08,8.946e-07
_1469_,1.25,8.105e-07,0.000e+00,8.377e-08,8.943e-07
_1327_,1.25,8.081e-07,0.000e+00,8.377e-08,8.919e-07
_1488_,1.25,8.078e-07,0.000e+00,8.377e-08,8.916e-07
_1258_,1.25,8.103e-07,0.000e+00,7.858e-08,8.889e-07
_1490_,1.25,8.032e-07,0.000e+00,8.377e-08,8.870e-07
_1387_,1.25,8.007e-07,0.000e+00,8.377e-08,8.845e-07
_1486_,1.25,7.996e-07,0.000e+00,8.377e-08,8.834e-07
_1356_,1.25,7.894e-07,0.000e+00,8.964e-08,8.791e-07
_1475_,1.25,7.386e-07,0.000e+00,1.364e-07,8.750e-07
_1446_,1.25,7.888e-07,0.000e+00,8.377e-08,8.725e-07
_1364_,1.25,8.145e-07,0.000e+00,5.758e-08,8.720e-07
_1409_,1.25,8.090e-07,0.000e+00,5.758e-08,8.666e-07
_1448_,1.25,7.780e-07,0.000e+00,8.377e-08,8.618e-07
_1334_,1.25,7.192e-07,0.000e+00,1.402e-07,8.594e-07
_1395_,1.25,7.799e-07,0.000e+00,7.926e-08,8.591e-07
_1135_,1.25,7.189e-07,0.000e+00,1.379e-07,8.567e-07
_1403_,1.25,7.961e-07,0.000e+00,5.758e-08,8.537e-07
_1057_,1.25,4.924e-07,0.000e+00,3.598e-07,8.523e-07
_1353_,1.25,7.730e-07,0.000e+00,7.926e-08,8.523e-07
_0878_,1.25,7.617e-07,0.000e+00,8.535e-08,8.470e-07
_1359_,1.25,7.530e-07,0.000e+00,9.287e-08,8.458e-07
_1452_,1.25,7.647e-07,0.000e+00,7.926e-08,8.440e-07
_1404_,1.25,7.481e-07,0.000e+00,9.287e-08,8.410e-07
_1393_,1.25,7.495e-07,0.000e+00,8.964e-08,8.391e-07
_1351_,1.25,7.450e-07,0.000e+00,9.287e-08,8.379e-07
_1299_,1.25,7.169e-07,0.000e+00,1.167e-07,8.336e-07
_0842_,1.25,7.434e-07,0.000e+00,8.964e-08,8.330e-07
_1045_,1.25,7.710e-07,0.000e+00,6.173e-08,8.327e-07
_1252_,1.25,6.934e-07,0.000e+00,1.378e-07,8.313e-07
_1011_,1.25,7.410e-07,0.000e+00,8.964e-08,8.306e-07
_1463_,1.25,7.357e-07,0.000e+00,9.287e-08,8.286e-07
_0869_,1.25,7.386e-07,0.000e+00,8.964e-08,8.282e-07
_1390_,1.25,7.348e-07,0.000e+00,9.287e-08,8.277e-07
_1450_,1.25,7.371e-07,0.000e+00,8.964e-08,8.267e-07
_1430_,1.25,7.360e-07,0.000e+00,8.964e-08,8.257e-07
_1476_,1.25,7.457e-07,0.000e+00,7.926e-08,8.249e-07
_1323_,1.25,7.448e-07,0.000e+00,7.926e-08,8.240e-07
_1250_,1.25,7.485e-07,0.000e+00,7.542e-08,8.239e-07
_1464_,1.25,7.200e-07,0.000e+00,1.021e-07,8.221e-07
_1185_,1.25,7.322e-07,0.000e+00,8.964e-08,8.218e-07
_0903_,1.25,7.310e-07,0.000e+00,8.964e-08,8.207e-07
_0852_,1.25,7.303e-07,0.000e+00,8.964e-08,8.199e-07
_1348_,1.25,7.397e-07,0.000e+00,7.998e-08,8.197e-07
_1350_,1.25,7.395e-07,0.000e+00,7.998e-08,8.195e-07
_0811_,1.25,7.284e-07,0.000e+00,8.964e-08,8.181e-07
_1366_,1.25,7.154e-07,0.000e+00,1.021e-07,8.175e-07
_1481_,1.25,7.592e-07,0.000e+00,5.758e-08,8.167e-07
_1063_,1.25,7.254e-07,0.000e+00,8.964e-08,8.150e-07
_0967_,1.25,7.251e-07,0.000e+00,8.960e-08,8.147e-07
_1414_,1.25,7.216e-07,0.000e+00,9.287e-08,8.144e-07
_1332_,1.25,7.240e-07,0.000e+00,8.964e-08,8.136e-07
_1129_,1.25,7.382e-07,0.000e+00,7.542e-08,8.136e-07
_0823_,1.25,7.235e-07,0.000e+00,8.964e-08,8.131e-07
_1120_,1.25,7.369e-07,0.000e+00,7.521e-08,8.121e-07
_1336_,1.25,7.220e-07,0.000e+00,8.964e-08,8.116e-07
_1092_,1.25,7.364e-07,0.000e+00,7.521e-08,8.116e-07
_0979_,1.25,7.213e-07,0.000e+00,8.964e-08,8.110e-07
_1400_,1.25,7.083e-07,0.000e+00,1.021e-07,8.104e-07
_1148_,1.25,7.587e-07,0.000e+00,5.162e-08,8.104e-07
_1080_,1.25,7.348e-07,0.000e+00,7.521e-08,8.100e-07
_1223_,1.25,7.347e-07,0.000e+00,7.522e-08,8.099e-07
_1457_,1.25,7.077e-07,0.000e+00,1.021e-07,8.099e-07
_0983_,1.25,7.200e-07,0.000e+00,8.964e-08,8.096e-07
_1038_,1.25,7.200e-07,0.000e+00,8.964e-08,8.096e-07
_1026_,1.25,7.200e-07,0.000e+00,8.964e-08,8.096e-07
_1124_,1.25,7.340e-07,0.000e+00,7.527e-08,8.093e-07
_1329_,1.25,7.510e-07,0.000e+00,5.758e-08,8.086e-07
_1468_,1.25,7.064e-07,0.000e+00,1.021e-07,8.085e-07
_1196_,1.25,7.173e-07,0.000e+00,8.964e-08,8.070e-07
_1078_,1.25,7.342e-07,0.000e+00,7.272e-08,8.069e-07
_1060_,1.25,7.173e-07,0.000e+00,8.964e-08,8.069e-07
_1423_,1.25,7.172e-07,0.000e+00,8.964e-08,8.068e-07
_1278_,1.25,7.315e-07,0.000e+00,7.521e-08,8.067e-07
_1104_,1.25,7.314e-07,0.000e+00,7.522e-08,8.066e-07
_1491_,1.25,7.263e-07,0.000e+00,7.998e-08,8.063e-07
_1485_,1.25,7.133e-07,0.000e+00,9.287e-08,8.062e-07
_1503_,1.25,7.260e-07,0.000e+00,7.998e-08,8.060e-07
_1443_,1.25,7.480e-07,0.000e+00,5.758e-08,8.055e-07
_0883_,1.25,6.946e-07,0.000e+00,1.097e-07,8.043e-07
_1445_,1.25,7.467e-07,0.000e+00,5.758e-08,8.043e-07
_1236_,1.25,7.290e-07,0.000e+00,7.523e-08,8.042e-07
_1478_,1.25,7.018e-07,0.000e+00,1.021e-07,8.039e-07
_1114_,1.25,7.285e-07,0.000e+00,7.523e-08,8.037e-07
_1072_,1.25,7.139e-07,0.000e+00,8.964e-08,8.035e-07
_1106_,1.25,7.281e-07,0.000e+00,7.522e-08,8.033e-07
u_reg_select.dout_$_SDFFE_PP0P__Q,1.25,7.756e-07,0.000e+00,2.767e-08,8.033e-07
_1007_,1.25,7.128e-07,0.000e+00,8.964e-08,8.025e-07
_1322_,1.25,7.094e-07,0.000e+00,9.287e-08,8.023e-07
_1159_,1.25,7.264e-07,0.000e+00,7.521e-08,8.016e-07
_1082_,1.25,6.350e-07,0.000e+00,1.665e-07,8.016e-07
_1240_,1.25,7.255e-07,0.000e+00,7.521e-08,8.007e-07
_1361_,1.25,7.072e-07,0.000e+00,9.287e-08,8.001e-07
_1369_,1.25,7.197e-07,0.000e+00,7.998e-08,7.997e-07
_1482_,1.25,7.066e-07,0.000e+00,9.287e-08,7.995e-07
_1442_,1.25,7.052e-07,0.000e+00,9.287e-08,7.981e-07
_1471_,1.25,7.050e-07,0.000e+00,9.287e-08,7.979e-07
_0835_,1.25,7.275e-07,0.000e+00,7.033e-08,7.978e-07
_1168_,1.25,7.425e-07,0.000e+00,5.499e-08,7.975e-07
_1424_,1.25,7.176e-07,0.000e+00,7.926e-08,7.969e-07
_0821_,1.25,7.265e-07,0.000e+00,7.033e-08,7.969e-07
_1456_,1.25,7.167e-07,0.000e+00,7.998e-08,7.967e-07
_1518_,1.25,7.380e-07,0.000e+00,5.758e-08,7.956e-07
_1373_,1.25,7.144e-07,0.000e+00,7.998e-08,7.944e-07
_0814_,1.25,7.119e-07,0.000e+00,8.209e-08,7.940e-07
_1453_,1.25,7.136e-07,0.000e+00,7.998e-08,7.936e-07
_0833_,1.25,7.233e-07,0.000e+00,6.992e-08,7.933e-07
_1388_,1.25,6.911e-07,0.000e+00,1.021e-07,7.932e-07
_1505_,1.25,7.126e-07,0.000e+00,7.998e-08,7.925e-07
_0892_,1.25,7.121e-07,0.000e+00,7.926e-08,7.914e-07
_1181_,1.25,7.013e-07,0.000e+00,8.964e-08,7.910e-07
_1521_,1.25,6.973e-07,0.000e+00,9.287e-08,7.902e-07
_1411_,1.25,7.096e-07,0.000e+00,7.998e-08,7.896e-07
_0786_,1.25,7.069e-07,0.000e+00,7.926e-08,7.862e-07
_1494_,1.25,6.907e-07,0.000e+00,9.287e-08,7.835e-07
_1440_,1.25,6.796e-07,0.000e+00,1.021e-07,7.817e-07
_1516_,1.25,6.887e-07,0.000e+00,9.287e-08,7.815e-07
_1386_,1.25,7.231e-07,0.000e+00,5.758e-08,7.807e-07
_0865_,1.25,6.498e-07,0.000e+00,1.308e-07,7.806e-07
_1251_,1.25,7.073e-07,0.000e+00,7.244e-08,7.797e-07
_1441_,1.25,6.863e-07,0.000e+00,9.287e-08,7.791e-07
_1279_,1.25,7.011e-07,0.000e+00,7.787e-08,7.789e-07
_1432_,1.25,6.987e-07,0.000e+00,7.998e-08,7.787e-07
_1447_,1.25,7.203e-07,0.000e+00,5.758e-08,7.779e-07
_1242_,1.25,6.997e-07,0.000e+00,7.787e-08,7.775e-07
_1367_,1.25,6.847e-07,0.000e+00,9.287e-08,7.775e-07
_1314_,1.25,6.837e-07,0.000e+00,9.287e-08,7.765e-07
_1519_,1.25,6.830e-07,0.000e+00,9.287e-08,7.758e-07
_1465_,1.25,6.826e-07,0.000e+00,9.287e-08,7.755e-07
_1402_,1.25,6.826e-07,0.000e+00,9.287e-08,7.755e-07
_1459_,1.25,6.826e-07,0.000e+00,9.287e-08,7.755e-07
_1405_,1.25,7.177e-07,0.000e+00,5.758e-08,7.753e-07
_1320_,1.25,6.729e-07,0.000e+00,1.021e-07,7.750e-07
_1507_,1.25,6.850e-07,0.000e+00,8.964e-08,7.746e-07
_1237_,1.25,7.019e-07,0.000e+00,7.241e-08,7.743e-07
_1497_,1.25,6.812e-07,0.000e+00,9.287e-08,7.740e-07
_1408_,1.25,6.807e-07,0.000e+00,9.287e-08,7.735e-07
_1384_,1.25,6.803e-07,0.000e+00,9.287e-08,7.732e-07
_1376_,1.25,6.800e-07,0.000e+00,9.287e-08,7.728e-07
_1527_,1.25,6.927e-07,0.000e+00,7.998e-08,7.727e-07
_1321_,1.25,6.705e-07,0.000e+00,1.021e-07,7.726e-07
_1492_,1.25,6.782e-07,0.000e+00,9.287e-08,7.711e-07
_1224_,1.25,6.985e-07,0.000e+00,7.241e-08,7.709e-07
_1480_,1.25,6.766e-07,0.000e+00,9.287e-08,7.694e-07
_1499_,1.25,6.669e-07,0.000e+00,1.021e-07,7.690e-07
_1412_,1.25,6.755e-07,0.000e+00,9.287e-08,7.683e-07
_1335_,1.25,6.707e-07,0.000e+00,9.287e-08,7.636e-07
_0954_,1.25,6.852e-07,0.000e+00,7.477e-08,7.600e-07
_0963_,1.25,6.895e-07,0.000e+00,6.995e-08,7.595e-07
_1254_,1.25,6.745e-07,0.000e+00,6.889e-08,7.434e-07
u_reg_select.dout_$_SDFFE_PP0P__Q_2,1.25,7.014e-07,0.000e+00,2.792e-08,7.293e-07
_1276_,1.25,6.559e-07,0.000e+00,6.851e-08,7.244e-07
_1281_,1.25,6.553e-07,0.000e+00,6.851e-08,7.238e-07
_1134_,1.25,5.961e-07,0.000e+00,1.259e-07,7.220e-07
_1140_,1.25,6.534e-07,0.000e+00,6.463e-08,7.181e-07
_1267_,1.25,6.484e-07,0.000e+00,6.851e-08,7.169e-07
_1073_,1.25,6.202e-07,0.000e+00,9.198e-08,7.122e-07
_0868_,1.25,6.221e-07,0.000e+00,8.966e-08,7.118e-07
_1197_,1.25,6.151e-07,0.000e+00,9.198e-08,7.071e-07
_0787_,1.25,6.242e-07,0.000e+00,8.137e-08,7.056e-07
_1186_,1.25,6.130e-07,0.000e+00,9.198e-08,7.050e-07
_1061_,1.25,6.117e-07,0.000e+00,9.198e-08,7.037e-07
genblk1[0].genblk1.i_stopwatch0.u_reg.dout_$_SDFFE_PP0P__Q_3,1.25,6.669e-07,0.000e+00,3.124e-08,6.981e-07
genblk1[1].genblk1.i_stopwatch1.u_reg.dout_$_SDFFE_PP0P__Q_3,1.25,6.657e-07,0.000e+00,3.124e-08,6.969e-07
genblk1[2].genblk1.i_stopwatch1.u_reg.dout_$_SDFFE_PP0P__Q_3,1.25,6.655e-07,0.000e+00,3.124e-08,6.967e-07
_0791_,1.25,5.999e-07,0.000e+00,9.309e-08,6.930e-07
_1226_,1.25,6.214e-07,0.000e+00,6.851e-08,6.899e-07
_0990_,1.25,5.953e-07,0.000e+00,9.309e-08,6.884e-07
_0796_,1.25,5.953e-07,0.000e+00,9.309e-08,6.884e-07
_1234_,1.25,6.197e-07,0.000e+00,6.851e-08,6.882e-07
_1247_,1.25,6.195e-07,0.000e+00,6.856e-08,6.880e-07
_1204_,1.25,6.181e-07,0.000e+00,6.851e-08,6.866e-07
_1212_,1.25,6.173e-07,0.000e+00,6.851e-08,6.858e-07
_1231_,1.25,6.171e-07,0.000e+00,6.851e-08,6.856e-07
_1220_,1.25,6.170e-07,0.000e+00,6.851e-08,6.855e-07
_0805_,1.25,5.915e-07,0.000e+00,9.309e-08,6.846e-07
_1209_,1.25,6.158e-07,0.000e+00,6.851e-08,6.843e-07
_1201_,1.25,6.153e-07,0.000e+00,6.851e-08,6.838e-07
_1238_,1.25,6.145e-07,0.000e+00,6.852e-08,6.830e-07
_0800_,1.25,5.850e-07,0.000e+00,9.198e-08,6.770e-07
_0851_,1.25,5.977e-07,0.000e+00,7.704e-08,6.747e-07
_0822_,1.25,5.962e-07,0.000e+00,7.704e-08,6.733e-07
_0837_,1.25,5.951e-07,0.000e+00,7.704e-08,6.721e-07
_1099_,1.25,5.459e-07,0.000e+00,1.261e-07,6.720e-07
_1067_,1.25,6.168e-07,0.000e+00,5.473e-08,6.715e-07
_0995_,1.25,6.160e-07,0.000e+00,5.473e-08,6.707e-07
_0992_,1.25,6.151e-07,0.000e+00,5.473e-08,6.698e-07
_0994_,1.25,6.150e-07,0.000e+00,5.473e-08,6.697e-07
_0993_,1.25,6.141e-07,0.000e+00,5.473e-08,6.688e-07
_0986_,1.25,6.139e-07,0.000e+00,5.473e-08,6.686e-07
_0909_,1.25,6.125e-07,0.000e+00,5.473e-08,6.673e-07
_1256_,1.25,4.063e-07,0.000e+00,2.607e-07,6.671e-07
_1126_,1.25,5.738e-07,0.000e+00,8.832e-08,6.621e-07
_1156_,1.25,5.724e-07,0.000e+00,8.832e-08,6.607e-07
_1085_,1.25,5.719e-07,0.000e+00,8.832e-08,6.602e-07
_1094_,1.25,5.713e-07,0.000e+00,8.832e-08,6.596e-07
_1165_,1.25,5.706e-07,0.000e+00,8.832e-08,6.589e-07
_1101_,1.25,5.702e-07,0.000e+00,8.832e-08,6.585e-07
_1117_,1.25,5.700e-07,0.000e+00,8.832e-08,6.584e-07
_1161_,1.25,5.700e-07,0.000e+00,8.832e-08,6.583e-07
_1264_,1.25,5.771e-07,0.000e+00,7.685e-08,6.540e-07
_0975_,1.25,5.809e-07,0.000e+00,6.967e-08,6.505e-07
_1058_,1.25,2.893e-07,0.000e+00,3.598e-07,6.492e-07
_1036_,1.25,5.583e-07,0.000e+00,8.966e-08,6.480e-07
_1012_,1.25,5.581e-07,0.000e+00,8.966e-08,6.478e-07
_0998_,1.25,5.522e-07,0.000e+00,8.966e-08,6.419e-07
_0870_,1.25,5.514e-07,0.000e+00,8.966e-08,6.411e-07
_0968_,1.25,5.507e-07,0.000e+00,8.966e-08,6.404e-07
_0843_,1.25,5.500e-07,0.000e+00,8.966e-08,6.397e-07
_1297_,1.25,5.584e-07,0.000e+00,8.051e-08,6.389e-07
_0951_,1.25,5.676e-07,0.000e+00,6.828e-08,6.359e-07
_0981_,1.25,5.433e-07,0.000e+00,8.966e-08,6.330e-07
_0812_,1.25,5.429e-07,0.000e+00,8.966e-08,6.325e-07
_0853_,1.25,5.420e-07,0.000e+00,8.966e-08,6.316e-07
_0824_,1.25,5.381e-07,0.000e+00,8.966e-08,6.277e-07
_1039_,1.25,5.380e-07,0.000e+00,8.966e-08,6.277e-07
_1018_,1.25,5.576e-07,0.000e+00,6.967e-08,6.272e-07
_0945_,1.25,5.357e-07,0.000e+00,8.966e-08,6.254e-07
